1C:8C:6E,Arista
1C:8E:5C,Huawei
1C:98:4B,Extreme
1C:99:DB,Huawei
1C:9C:8C,Juniper
1C:A6:81,Huawei
1C:AA:07,Cisco
1C:AE:CB,Huawei
1C:AF:F7,D-Link
1C:B4:6C,Huawei
1C:B7:96,Huawei
1C:BD:B9,D-Link
1C:D1:E0,Cisco
1C:D2:1E,Juniper
1C:DE:A7,Cisco
1C:DF:0F,Cisco
1C:E5:04,Huawei
1C:E6:39,Huawei
1C:E6:AD,Huawei
1C:E6:C7,Cisco
1C:E8:5D,Cisco
1C:EA:1B,Nokia
1C:F4:2B,Huawei
1C:FA:68,TP-Link
1C:FC:17,Cisco
1C:FC:2A,Huawei
1C:FF:AD,Huawei
20:08:ED,Huawei
20:0B:C5,Cisco
20:0B:C7,Huawei
20:14:C4,Huawei
20:1B:C9,Juniper
20:1E:1D,Huawei
20:23:51,TP-Link
20:28:3E,Huawei
20:2B:C1,Huawei
20:36:26,TP-Link
20:37:06,Cisco
20:3A:07,Cisco
20:3D:B2,Huawei
20:4C:9E,Cisco
20:4E:71,Juniper
20:53:83,Huawei
20:54:FA,Huawei
20:5E:64,Huawei
20:5E:97,Nokia
20:65:8E,Huawei
20:6B:E7,TP-Link
20:6B:F4,Huawei
20:6C:8A,Extreme
20:78:52,Nokia
20:87:EC,Huawei
20:8C:86,Huawei
20:93:39,Juniper
20:9B:DD,Huawei
